task_id,repository_folder,soft_name_match,soft_name_token_f1,pred_use_case_name,gold_use_case_name
usecase_v1_0051,openfun__marsha,1,0.5,Upload Video for Live Session Initiation,Initiate video upload
usecase_v1_0052,openfun__marsha,1,0.6667,Upload and Manage Videos,Complete video upload
usecase_v1_0053,openfun__marsha,1,0.5714,View Video detail,View video in LMS
usecase_v1_0054,openfun__marsha,0,0.0,Manage Videos Timed Text Tracks,Upload subtitles or transcripts
usecase_v1_0055,openfun__marsha,0,0.4,Manage Videos,Upload video thumbnail
usecase_v1_0056,openfun__marsha,0,0.4,Upload Document,Create document resource
usecase_v1_0057,openfun__marsha,1,0.6667,Document Upload and Management,Upload document file
usecase_v1_0058,openfun__marsha,1,0.8,Create/Manage Playlists,Manage playlist
usecase_v1_0059,openfun__marsha,1,0.6667,Manage Playlist Accesses,Manage playlist access
usecase_v1_0060,openfun__marsha,1,0.8571,Start a live video session,Start live session
usecase_v1_0061,openfun__marsha,1,0.5,Stop Live Video Recording,Stop and harvest live session
usecase_v1_0062,openfun__marsha,0,0.2857,Upload and Manage Videos,Send video analytics statement
usecase_v1_0063,openfun__marsha,1,0.8,Create a new classroom recording,Create classroom
usecase_v1_0064,openfun__marsha,1,1.0,Upload Classroom Document,Upload classroom document
usecase_v1_0065,mwinamijr__django-scms,1,0.6667,Login and Profile Management,Authenticate and view profile
usecase_v1_0066,mwinamijr__django-scms,0,0.3333,Upload Teachers and Subjects,Manage teacher accounts
usecase_v1_0067,mwinamijr__django-scms,0,0.0,Upload Teachers and Parents,Manage accountant accounts
usecase_v1_0068,mwinamijr__django-scms,0,0.4,Manage Users,Manage parent accounts
usecase_v1_0069,mwinamijr__django-scms,1,0.8,Manage Students,Manage student records
usecase_v1_0070,mwinamijr__django-scms,1,1.0,Bulk Upload Students,Bulk upload students
usecase_v1_0071,mwinamijr__django-scms,0,0.0,Upload Student Class Records,Manage academic structure
usecase_v1_0072,mwinamijr__django-scms,0,0.4444,Bulk Upload Student Class Enrollment,Bulk upload academic data
usecase_v1_0073,mwinamijr__django-scms,0,0.25,Upload Receipts and Manage Payments,Record and allocate student payments
usecase_v1_0074,mwinamijr__django-scms,1,0.5,Upload Receipts for Student,Manage receipts and student debt overview
usecase_v1_0075,mwinamijr__django-scms,0,0.0,Manage Student Debit Records,Update or reverse debts
usecase_v1_0076,mwinamijr__django-scms,0,0.4,Manage Teacher Attendance,Record attendance
usecase_v1_0077,mwinamijr__django-scms,1,1.0,Generate Timetable,Generate timetable
usecase_v1_0078,mwinamijr__django-scms,1,0.5714,Manage School Events,Manage academic calendar events
usecase_v1_0079,tough-dev-school__education-backend,0,0.2857,Course Purchase and Promotion,View course group offerings
usecase_v1_0080,tough-dev-school__education-backend,0,0.25,Apply Promo Code,Check course price with promocode
usecase_v1_0081,tough-dev-school__education-backend,1,1.0,Create Order Draft,Create order draft
usecase_v1_0082,tough-dev-school__education-backend,1,0.8,Course Purchase and Payment,Purchase course
usecase_v1_0083,tough-dev-school__education-backend,0,0.4,Order Confirmation,Confirm paid order
usecase_v1_0084,tough-dev-school__education-backend,1,0.6667,View Purchased Courses,List purchased courses
usecase_v1_0085,tough-dev-school__education-backend,0,0.3333,Access and Manage Modules,View learning modules
usecase_v1_0086,tough-dev-school__education-backend,1,0.8,View Lesson Detail,View lessons
usecase_v1_0087,tough-dev-school__education-backend,0,0.2857,View Material Detail,Read Notion learning material
usecase_v1_0088,tough-dev-school__education-backend,0,0.2857,Manage Material Status,Refresh Notion material cache
usecase_v1_0089,tough-dev-school__education-backend,0,0.3333,Create Homework Question,Submit homework answer
usecase_v1_0090,tough-dev-school__education-backend,0,0.2857,Create reaction to a homework question,React to homework answer
usecase_v1_0091,tough-dev-school__education-backend,0,0.2857,Crosscheck Status by Question,Review homework crosschecks
usecase_v1_0092,tough-dev-school__education-backend,0,0.4,Create Diploma,Access diploma records
usecase_v1_0093,tough-dev-school__education-backend,0,0.5,Manage Users,List users
usecase_v1_0094,tough-dev-school__education-backend,1,0.5714,Login and Password Reset,Manage authentication and password recovery
usecase_v1_0095,tough-dev-school__education-backend,0,0.3333,Handle Tinkoff Notifications,Process payment notifications
usecase_v1_0096,knowledgefactory4u__librarymanagementsystem,1,0.5714,Login Admin,Sign in to library admin panel
usecase_v1_0097,knowledgefactory4u__librarymanagementsystem,0,0.2857,Add/Update/Delete Books,List and paginate books
usecase_v1_0098,knowledgefactory4u__librarymanagementsystem,1,0.8,Search and Manage Books,Search books
usecase_v1_0099,knowledgefactory4u__librarymanagementsystem,0,0.3333,Add/Update/Delete Books,Create book
usecase_v1_0100,knowledgefactory4u__librarymanagementsystem,1,0.8,Update Book Details,Update book
usecase_v1_0101,knowledgefactory4u__librarymanagementsystem,0,0.5,Remove Book,Delete book
usecase_v1_0102,knowledgefactory4u__librarymanagementsystem,1,0.8,Add and Manage Authors,Manage authors
usecase_v1_0103,knowledgefactory4u__librarymanagementsystem,1,0.8,Add and Manage Categories,Manage categories
usecase_v1_0104,knowledgefactory4u__librarymanagementsystem,1,0.8,Add and Manage Publishers,Manage publishers
usecase_v1_0105,knowledgefactory4u__librarymanagementsystem,0,0.4444,Export Library Management System Report,Export library data to CSV
usecase_v1_0106,SkyCascade__SkyLearn,0,0.4,Register and Validate Username,Register account
usecase_v1_0107,SkyCascade__SkyLearn,0,0.0,Edit Student Program,Manage profile and password
usecase_v1_0108,SkyCascade__SkyLearn,0,0.0,Manage Students,View admin dashboard analytics
usecase_v1_0109,SkyCascade__SkyLearn,0,0.4,Manage Courses and Sessions,Manage news and events
usecase_v1_0110,SkyCascade__SkyLearn,1,0.6667,Manage Sessions and Semesters,Manage academic sessions
usecase_v1_0111,SkyCascade__SkyLearn,1,1.0,Manage Semesters,Manage semesters
usecase_v1_0112,SkyCascade__SkyLearn,1,1.0,Manage Students,Manage students
usecase_v1_0113,SkyCascade__SkyLearn,1,0.8,Manage Students and Lecturers,Manage lecturers
usecase_v1_0114,SkyCascade__SkyLearn,0,0.0,Add Student,Manage parents
usecase_v1_0115,SkyCascade__SkyLearn,1,1.0,Manage Programs,Manage programs
usecase_v1_0116,SkyCascade__SkyLearn,0,0.4,Manage Course Registration,Manage courses
usecase_v1_0117,SkyCascade__SkyLearn,1,0.6667,Assign and Allocate Courses,Allocate courses to lecturers
usecase_v1_0118,SkyCascade__SkyLearn,1,0.5714,Upload and Manage Course Documents,Upload course documentation
usecase_v1_0119,SkyCascade__SkyLearn,0,0.0,,Upload course video tutorials
usecase_v1_0120,SkyCascade__SkyLearn,1,0.6667,Course Registration and Drop,Register and drop courses
usecase_v1_0121,SkyCascade__SkyLearn,0,0.4,Manage Scores,Submit student scores
usecase_v1_0122,SkyCascade__SkyLearn,1,0.8571,Grade Result View,View grade and assessment results
usecase_v1_0123,SkyCascade__SkyLearn,0,0.4444,View Result Sheet PDF,Download registration form and result sheet
usecase_v1_0124,SkyCascade__SkyLearn,0,0.0,Add Quiz,Create and manage quizzes
usecase_v1_0125,SkyCascade__SkyLearn,0,0.25,Add a MC Question to Quiz,Create multiple-choice questions
usecase_v1_0126,SkyCascade__SkyLearn,1,0.5714,Take Quiz,Take quiz and continue incomplete quiz
usecase_v1_0127,SkyCascade__SkyLearn,1,0.6667,Mark Quiz,Review and mark quiz sittings
usecase_v1_0128,SkyCascade__SkyLearn,1,1.0,View Quiz Progress,View quiz progress
usecase_v1_0129,SkyCascade__SkyLearn,0,0.3333,Search for Courses and Programs,Search learning content
usecase_v1_0130,SkyCascade__SkyLearn,0,0.3333,Make Payment,Pay through payment gateway
usecase_v1_0131,SkyCascade__SkyLearn,1,0.5,Create Invoice and View Invoice Detail,Create and view invoices
usecase_v1_0132,adityagoyal222__django-lms,1,1.0,Sign Up and Login,Sign up and authenticate
usecase_v1_0133,adityagoyal222__django-lms,1,1.0,Create Course,Create course
usecase_v1_0134,adityagoyal222__django-lms,0,0.0,Enroll in a Course,Browse courses
usecase_v1_0135,adityagoyal222__django-lms,1,1.0,Enroll in a Course,Enroll in course
usecase_v1_0136,adityagoyal222__django-lms,1,1.0,Unenroll from Course,Unenroll from course
usecase_v1_0137,adityagoyal222__django-lms,1,1.0,Create Assignment,Create assignment
usecase_v1_0138,adityagoyal222__django-lms,0,0.4,Create and Submit Assignment,Update assignment
usecase_v1_0139,adityagoyal222__django-lms,1,1.0,Delete Assignment,Delete assignment
usecase_v1_0140,adityagoyal222__django-lms,1,1.0,Submit Assignment,Submit assignment
usecase_v1_0141,adityagoyal222__django-lms,0,0.4,Submit Assignment,Delete assignment submission
usecase_v1_0142,adityagoyal222__django-lms,1,0.8,Grade Assignment,Grade assignment submission
usecase_v1_0143,adityagoyal222__django-lms,1,0.8,Create Resource,Create course resource
usecase_v1_0144,adityagoyal222__django-lms,1,0.8,Delete Resource,Delete course resource
usecase_v1_0145,engripaye__library-management-system,0,0.5,Manage Books,Add book
usecase_v1_0146,engripaye__library-management-system,0,0.5,Manage Books,List books
usecase_v1_0147,engripaye__library-management-system,1,0.8,Search and Borrow a Book,Search books
usecase_v1_0148,engripaye__library-management-system,0,0.4,Borrow a Book,View book detail
usecase_v1_0149,engripaye__library-management-system,0,0.4,Manage Users,Register library user
usecase_v1_0150,engripaye__library-management-system,0,0.4,Manage Users,List library users
usecase_v1_0151,engripaye__library-management-system,1,0.6667,Borrow a Book and Return it,Borrow book
usecase_v1_0152,engripaye__library-management-system,1,1.0,Return a Borrowed Book,Return borrowed book
usecase_v1_0153,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.8,Manage Students,Manage student records
usecase_v1_0154,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,0,0.0,Add and Save Course,Manage courses
usecase_v1_0155,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.5714,Add and Manage Courses for Students,Add course to student
usecase_v1_0156,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,1.0,Remove Course from Student,Remove course from student
usecase_v1_0157,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.5,Add and Save Passport Details,Manage student passport details
usecase_v1_0158,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.6667,Add and Save Review,Add course review
usecase_v1_0159,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.8,Remove Review,Remove course review
usecase_v1_0160,mehmetpekdemir__Library-Management-System,0,0.4,Add a New Book,List and view books
usecase_v1_0161,mehmetpekdemir__Library-Management-System,1,0.8,Search and Manage Books,Search books
usecase_v1_0162,mehmetpekdemir__Library-Management-System,0,0.5,Add a Book,Create book
usecase_v1_0163,mehmetpekdemir__Library-Management-System,1,0.8,Update Book Information,Update book
usecase_v1_0164,mehmetpekdemir__Library-Management-System,0,0.5,Remove a Book,Delete book
usecase_v1_0165,mehmetpekdemir__Library-Management-System,1,0.8,Add and Manage Authors,Manage authors
usecase_v1_0166,mehmetpekdemir__Library-Management-System,1,1.0,Manage Categories,Manage categories
usecase_v1_0167,mehmetpekdemir__Library-Management-System,0,0.0,Publish Book,Manage publishers
usecase_v1_0168,RameshMF__library-management-system,0,0.3333,Borrow and Return Books,Manage book catalog
usecase_v1_0169,RameshMF__library-management-system,0,0.4,Add a New User,Register library user
usecase_v1_0170,RameshMF__library-management-system,0,0.4,Add a New User,List library users
usecase_v1_0171,RameshMF__library-management-system,1,0.8,Borrow and Return Books,Borrow book
usecase_v1_0172,RameshMF__library-management-system,1,1.0,Return Book,Return book
usecase_v1_0173,RameshMF__library-management-system,0,0.0,,View book detail
usecase_v1_0174,JacksonGao1999__StudentManagement,0,0.3333,Manage Students,List students with pagination
usecase_v1_0175,JacksonGao1999__StudentManagement,0,0.0,Check User Existence,Validate student name
usecase_v1_0176,JacksonGao1999__StudentManagement,0,0.5,Manage Student,Create student
usecase_v1_0177,JacksonGao1999__StudentManagement,1,0.5714,Retrieve and Update Student Information,View and update student
usecase_v1_0178,JacksonGao1999__StudentManagement,1,1.0,Delete Students,Delete students
usecase_v1_0179,JacksonGao1999__StudentManagement,0,0.3333,Retrieve Department List,Load department options
usecase_v1_0180,Asitha123__Java-Spring-boot-Student-Management-System,0,0.5,Add Student,List students
usecase_v1_0181,Asitha123__Java-Spring-boot-Student-Management-System,0,0.2857,Manage Student,Open student create or edit form
usecase_v1_0182,Asitha123__Java-Spring-boot-Student-Management-System,1,1.0,Save Student,Save student
usecase_v1_0183,Asitha123__Java-Spring-boot-Student-Management-System,1,1.0,Delete Student,Delete student
