task_id,repository_folder,soft_name_match,soft_name_token_f1,pred_use_case_name,gold_use_case_name
usecase_v1_0041,4jean__lav_sms,0,0.5,Manage Timetables,Manage timetable
usecase_v1_0042,4jean__lav_sms,1,1.0,Manage Payments,Manage payments
usecase_v1_0043,4jean__lav_sms,1,1.0,Manage Marks,Manage marks
usecase_v1_0044,4jean__lav_sms,1,0.8,View Marks,View and print marksheet
usecase_v1_0045,4jean__lav_sms,0,0.2857,View and Print Marks Tabulation,Generate tabulation sheet
usecase_v1_0046,4jean__lav_sms,0,0.3333,Manage Classes and Sections,Manage academic structure
usecase_v1_0047,4jean__lav_sms,1,0.6667,View children's information,View children
usecase_v1_0048,4jean__lav_sms,0,0.3333,Manage Account Profile,Update own account
usecase_v1_0049,4jean__lav_sms,0,0.4,Manage Pins,Generate and verify pins
usecase_v1_0050,openfun__marsha,1,0.6667,Create and manage videos,Create video resource
usecase_v1_0051,openfun__marsha,1,1.0,Initiate Video Upload,Initiate video upload
usecase_v1_0052,openfun__marsha,1,0.6667,Upload video ended,Complete video upload
usecase_v1_0053,openfun__marsha,1,0.6667,View video,View video in LMS
usecase_v1_0054,openfun__marsha,1,0.6667,Upload video subtitles,Upload subtitles or transcripts
usecase_v1_0055,openfun__marsha,1,0.5714,Add or update video thumbnail,Upload video thumbnail
usecase_v1_0056,openfun__marsha,0,0.4,Upload document,Create document resource
usecase_v1_0057,openfun__marsha,1,0.5714,Initiate and complete document upload,Upload document file
usecase_v1_0058,openfun__marsha,1,1.0,Manage playlists,Manage playlist
usecase_v1_0059,openfun__marsha,1,0.6667,Manage Playlist Accesses,Manage playlist access
usecase_v1_0060,openfun__marsha,1,0.8571,Start Live Video Session,Start live session
usecase_v1_0061,openfun__marsha,1,0.5,Manage Live Video Sessions,Stop and harvest live session
usecase_v1_0062,openfun__marsha,1,0.5714,Send xAPI Statement,Send video analytics statement
usecase_v1_0063,openfun__marsha,0,0.5,Manage classrooms,Create classroom
usecase_v1_0064,openfun__marsha,1,1.0,Upload classroom documents,Upload classroom document
usecase_v1_0065,mwinamijr__django-scms,1,1.0,Login and View Profile,Authenticate and view profile
usecase_v1_0066,mwinamijr__django-scms,0,0.3333,Bulk Upload Teachers,Manage teacher accounts
usecase_v1_0067,mwinamijr__django-scms,1,0.8,Manage Accountants,Manage accountant accounts
usecase_v1_0068,mwinamijr__django-scms,1,0.8,Manage Parents,Manage parent accounts
usecase_v1_0069,mwinamijr__django-scms,1,0.8,Manage Students,Manage student records
usecase_v1_0070,mwinamijr__django-scms,1,1.0,Bulk upload students,Bulk upload students
usecase_v1_0071,mwinamijr__django-scms,1,0.6667,Manage Academic Entities,Manage academic structure
usecase_v1_0072,mwinamijr__django-scms,1,0.5,Bulk upload student classes,Bulk upload academic data
usecase_v1_0073,mwinamijr__django-scms,1,0.5714,Record and manage payments,Record and allocate student payments
usecase_v1_0074,mwinamijr__django-scms,1,0.5714,Manage Receipts,Manage receipts and student debt overview
usecase_v1_0075,mwinamijr__django-scms,1,0.6667,Update student debts,Update or reverse debts
usecase_v1_0076,mwinamijr__django-scms,0,0.4,Manage teacher attendance,Record attendance
usecase_v1_0077,mwinamijr__django-scms,0,0.0,Manage periods,Generate timetable
usecase_v1_0078,mwinamijr__django-scms,1,0.5714,Manage school events,Manage academic calendar events
usecase_v1_0079,tough-dev-school__education-backend,1,0.5,View courses by group,View course group offerings
usecase_v1_0080,tough-dev-school__education-backend,0,0.4444,Apply promo code to course,Check course price with promocode
usecase_v1_0081,tough-dev-school__education-backend,1,1.0,Create order draft,Create order draft
usecase_v1_0082,tough-dev-school__education-backend,1,1.0,Purchase course,Purchase course
usecase_v1_0083,tough-dev-school__education-backend,1,0.6667,Confirm order payment,Confirm paid order
usecase_v1_0084,tough-dev-school__education-backend,1,0.6667,View Purchased Courses,List purchased courses
usecase_v1_0085,tough-dev-school__education-backend,0,0.3333,View module details,View learning modules
usecase_v1_0086,tough-dev-school__education-backend,1,1.0,View lessons,View lessons
usecase_v1_0087,tough-dev-school__education-backend,0,0.3333,View material,Read Notion learning material
usecase_v1_0088,tough-dev-school__education-backend,0,0.2857,Update material status,Refresh Notion material cache
usecase_v1_0089,tough-dev-school__education-backend,1,1.0,Submit homework answer,Submit homework answer
usecase_v1_0090,tough-dev-school__education-backend,1,1.0,React to homework answer,React to homework answer
usecase_v1_0091,tough-dev-school__education-backend,0,0.3333,View crosscheck status,Review homework crosschecks
usecase_v1_0092,tough-dev-school__education-backend,0,0.4,View diploma,Access diploma records
usecase_v1_0093,tough-dev-school__education-backend,0,0.4,View and update users,List users
usecase_v1_0094,tough-dev-school__education-backend,1,0.5714,Authenticate and reset password,Manage authentication and password recovery
usecase_v1_0095,tough-dev-school__education-backend,1,1.0,Process Payment Notifications,Process payment notifications
usecase_v1_0096,knowledgefactory4u__librarymanagementsystem,1,0.5714,Admin Login,Sign in to library admin panel
usecase_v1_0097,knowledgefactory4u__librarymanagementsystem,0,0.4,Manage books,List and paginate books
usecase_v1_0098,knowledgefactory4u__librarymanagementsystem,1,0.8,Search and update books,Search books
usecase_v1_0099,knowledgefactory4u__librarymanagementsystem,0,0.5,Manage books,Create book
usecase_v1_0100,knowledgefactory4u__librarymanagementsystem,1,0.8,Update Book Information,Update book
usecase_v1_0101,knowledgefactory4u__librarymanagementsystem,0,0.5,Remove Book,Delete book
usecase_v1_0102,knowledgefactory4u__librarymanagementsystem,1,1.0,Manage authors,Manage authors
usecase_v1_0103,knowledgefactory4u__librarymanagementsystem,1,1.0,Manage categories,Manage categories
usecase_v1_0104,knowledgefactory4u__librarymanagementsystem,1,1.0,Manage Publishers,Manage publishers
usecase_v1_0105,knowledgefactory4u__librarymanagementsystem,1,0.8571,Export data to CSV,Export library data to CSV
usecase_v1_0106,SkyCascade__SkyLearn,0,0.5,Register as a student,Register account
usecase_v1_0107,SkyCascade__SkyLearn,0,0.4,Manage Students,Manage profile and password
usecase_v1_0108,SkyCascade__SkyLearn,1,0.6667,View Dashboard,View admin dashboard analytics
usecase_v1_0109,SkyCascade__SkyLearn,1,1.0,Manage News and Events,Manage news and events
usecase_v1_0110,SkyCascade__SkyLearn,1,0.8,Manage Sessions,Manage academic sessions
usecase_v1_0111,SkyCascade__SkyLearn,1,1.0,Manage semesters,Manage semesters
usecase_v1_0112,SkyCascade__SkyLearn,1,1.0,Manage Students,Manage students
usecase_v1_0113,SkyCascade__SkyLearn,1,1.0,Manage Lecturers,Manage lecturers
usecase_v1_0114,SkyCascade__SkyLearn,0,0.5,Add Parent,Manage parents
usecase_v1_0115,SkyCascade__SkyLearn,1,1.0,Manage Programs,Manage programs
usecase_v1_0116,SkyCascade__SkyLearn,1,1.0,Manage Courses,Manage courses
usecase_v1_0117,SkyCascade__SkyLearn,0,0.3333,Manage Course Allocations,Allocate courses to lecturers
usecase_v1_0118,SkyCascade__SkyLearn,1,0.6667,Manage Course Documentations,Upload course documentation
usecase_v1_0119,SkyCascade__SkyLearn,1,0.75,Manage Course Video Tutorials,Upload course video tutorials
usecase_v1_0120,SkyCascade__SkyLearn,0,0.3333,Manage Course Registration,Register and drop courses
usecase_v1_0121,SkyCascade__SkyLearn,1,0.6667,Manage student scores,Submit student scores
usecase_v1_0122,SkyCascade__SkyLearn,1,0.8571,View Grade Result,View grade and assessment results
usecase_v1_0123,SkyCascade__SkyLearn,1,0.8,View Registration Form and Result Sheet,Download registration form and result sheet
usecase_v1_0124,SkyCascade__SkyLearn,1,0.8,Manage quizzes,Create and manage quizzes
usecase_v1_0125,SkyCascade__SkyLearn,1,0.6667,Add Multiple Choice Question to Quiz,Create multiple-choice questions
usecase_v1_0126,SkyCascade__SkyLearn,1,0.5714,Take quiz,Take quiz and continue incomplete quiz
usecase_v1_0127,SkyCascade__SkyLearn,0,0.3333,Mark quizzes,Review and mark quiz sittings
usecase_v1_0128,SkyCascade__SkyLearn,1,1.0,View Quiz Progress,View quiz progress
usecase_v1_0129,SkyCascade__SkyLearn,1,0.8,Search for content,Search learning content
usecase_v1_0130,SkyCascade__SkyLearn,0,0.3333,Make Payment,Pay through payment gateway
usecase_v1_0131,SkyCascade__SkyLearn,1,1.0,Create and view invoices,Create and view invoices
usecase_v1_0132,adityagoyal222__django-lms,1,0.5714,Sign up and log in,Sign up and authenticate
usecase_v1_0133,adityagoyal222__django-lms,1,1.0,Create Course,Create course
usecase_v1_0134,adityagoyal222__django-lms,0,0.4,View all courses,Browse courses
usecase_v1_0135,adityagoyal222__django-lms,1,1.0,Enroll in course,Enroll in course
usecase_v1_0136,adityagoyal222__django-lms,1,1.0,Unenroll from course,Unenroll from course
usecase_v1_0137,adityagoyal222__django-lms,1,1.0,Create Assignment,Create assignment
usecase_v1_0138,adityagoyal222__django-lms,1,1.0,Update Assignment,Update assignment
usecase_v1_0139,adityagoyal222__django-lms,1,1.0,Delete Assignment,Delete assignment
usecase_v1_0140,adityagoyal222__django-lms,1,1.0,Submit Assignment,Submit assignment
usecase_v1_0141,adityagoyal222__django-lms,1,1.0,Delete Assignment Submission,Delete assignment submission
usecase_v1_0142,adityagoyal222__django-lms,1,1.0,Grade Assignment Submission,Grade assignment submission
usecase_v1_0143,adityagoyal222__django-lms,1,0.8,Create Resource,Create course resource
usecase_v1_0144,adityagoyal222__django-lms,1,0.8,Delete Resource,Delete course resource
usecase_v1_0145,engripaye__library-management-system,1,1.0,Add new book,Add book
usecase_v1_0146,engripaye__library-management-system,0,0.4,Search and view books,List books
usecase_v1_0147,engripaye__library-management-system,1,1.0,Search books,Search books
usecase_v1_0148,engripaye__library-management-system,1,1.0,View book details,View book detail
usecase_v1_0149,engripaye__library-management-system,1,0.8,Register new user,Register library user
usecase_v1_0150,engripaye__library-management-system,0,0.4,Manage users,List library users
usecase_v1_0151,engripaye__library-management-system,1,1.0,Borrow a book,Borrow book
usecase_v1_0152,engripaye__library-management-system,1,1.0,Return a borrowed book,Return borrowed book
usecase_v1_0153,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.8,Manage students,Manage student records
usecase_v1_0154,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,1.0,Manage courses,Manage courses
usecase_v1_0155,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,0,0.3333,Manage student courses,Add course to student
usecase_v1_0156,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,1.0,Remove course from student,Remove course from student
usecase_v1_0157,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.5714,Add Passport Details,Manage student passport details
usecase_v1_0158,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.5714,Add or update student review,Add course review
usecase_v1_0159,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.8,Remove review,Remove course review
usecase_v1_0160,mehmetpekdemir__Library-Management-System,0,0.4,Manage Books,List and view books
usecase_v1_0161,mehmetpekdemir__Library-Management-System,1,0.8,Search and view books,Search books
usecase_v1_0162,mehmetpekdemir__Library-Management-System,0,0.5,Manage books,Create book
usecase_v1_0163,mehmetpekdemir__Library-Management-System,1,0.8,Update book details,Update book
usecase_v1_0164,mehmetpekdemir__Library-Management-System,0,0.5,Remove book,Delete book
usecase_v1_0165,mehmetpekdemir__Library-Management-System,1,1.0,Manage authors,Manage authors
usecase_v1_0166,mehmetpekdemir__Library-Management-System,1,1.0,Manage Categories,Manage categories
usecase_v1_0167,mehmetpekdemir__Library-Management-System,1,1.0,Manage Publishers,Manage publishers
usecase_v1_0168,RameshMF__library-management-system,1,0.8,Manage books,Manage book catalog
usecase_v1_0169,RameshMF__library-management-system,0,0.4,Manage users,Register library user
usecase_v1_0170,RameshMF__library-management-system,0,0.4,Manage users,List library users
usecase_v1_0171,RameshMF__library-management-system,1,0.8,Borrow and return books,Borrow book
usecase_v1_0172,RameshMF__library-management-system,1,1.0,Return book,Return book
usecase_v1_0173,RameshMF__library-management-system,0,0.4,Manage books,View book detail
usecase_v1_0174,JacksonGao1999__StudentManagement,0,0.3333,Manage Students,List students with pagination
usecase_v1_0175,JacksonGao1999__StudentManagement,1,0.5714,Check Student Name Availability,Validate student name
usecase_v1_0176,JacksonGao1999__StudentManagement,0,0.5,Manage Students,Create student
usecase_v1_0177,JacksonGao1999__StudentManagement,0,0.4,Manage Students,View and update student
usecase_v1_0178,JacksonGao1999__StudentManagement,1,1.0,Delete students,Delete students
usecase_v1_0179,JacksonGao1999__StudentManagement,0,0.4,View departments,Load department options
usecase_v1_0180,Asitha123__Java-Spring-boot-Student-Management-System,0,0.5,Manage students,List students
usecase_v1_0181,Asitha123__Java-Spring-boot-Student-Management-System,0,0.2857,Manage Students,Open student create or edit form
usecase_v1_0182,Asitha123__Java-Spring-boot-Student-Management-System,0,0.5,Manage Students,Save student
usecase_v1_0183,Asitha123__Java-Spring-boot-Student-Management-System,1,0.8,Delete student record,Delete student
