task_id,repository_folder,soft_name_match,soft_name_token_f1,pred_use_case_name,gold_use_case_name
usecase_v1_0043,4jean__lav_sms,0,0.5,Edit marks,Manage marks
usecase_v1_0044,4jean__lav_sms,1,0.6667,View student marks,View and print marksheet
usecase_v1_0045,4jean__lav_sms,0,0.3333,Print tabulation report,Generate tabulation sheet
usecase_v1_0046,4jean__lav_sms,0,0.0,Create class,Manage academic structure
usecase_v1_0047,4jean__lav_sms,0,0.5,List children,View children
usecase_v1_0048,4jean__lav_sms,0,0.4,Manage account,Update own account
usecase_v1_0049,4jean__lav_sms,1,0.6667,Verify student pin,Generate and verify pins
usecase_v1_0050,openfun__marsha,1,0.8,Create video,Create video resource
usecase_v1_0051,openfun__marsha,1,1.0,Initiate video upload,Initiate video upload
usecase_v1_0052,openfun__marsha,1,0.6667,End video upload,Complete video upload
usecase_v1_0053,openfun__marsha,1,0.5714,View video detail,View video in LMS
usecase_v1_0054,openfun__marsha,1,0.6667,Upload subtitles for video,Upload subtitles or transcripts
usecase_v1_0055,openfun__marsha,1,1.0,Upload video thumbnail,Upload video thumbnail
usecase_v1_0056,openfun__marsha,1,0.8,Create document,Create document resource
usecase_v1_0057,openfun__marsha,1,1.0,Upload document file,Upload document file
usecase_v1_0058,openfun__marsha,0,0.5,Claim playlist,Manage playlist
usecase_v1_0059,openfun__marsha,1,0.6667,Manage playlist accesses,Manage playlist access
usecase_v1_0060,openfun__marsha,1,0.8571,Start video live session,Start live session
usecase_v1_0061,openfun__marsha,0,0.25,Convert live stream to VOD,Stop and harvest live session
usecase_v1_0062,openfun__marsha,0,0.2857,Report video interaction,Send video analytics statement
usecase_v1_0063,openfun__marsha,1,1.0,Create classroom,Create classroom
usecase_v1_0064,openfun__marsha,1,1.0,Upload classroom document,Upload classroom document
usecase_v1_0065,mwinamijr__django-scms,1,0.6667,View user profile,Authenticate and view profile
usecase_v1_0066,mwinamijr__django-scms,0,0.3333,Bulk upload teachers,Manage teacher accounts
usecase_v1_0067,mwinamijr__django-scms,0,0.4,View accountants,Manage accountant accounts
usecase_v1_0068,mwinamijr__django-scms,0,0.4,List parents,Manage parent accounts
usecase_v1_0069,mwinamijr__django-scms,0,0.4,List students,Manage student records
usecase_v1_0070,mwinamijr__django-scms,1,1.0,Bulk upload students,Bulk upload students
usecase_v1_0071,mwinamijr__django-scms,0,0.4,Manage subjects,Manage academic structure
usecase_v1_0072,mwinamijr__django-scms,1,0.5,Bulk upload student classes,Bulk upload academic data
usecase_v1_0073,mwinamijr__django-scms,1,0.6667,Record payment,Record and allocate student payments
usecase_v1_0074,mwinamijr__django-scms,0,0.25,Bulk upload receipts,Manage receipts and student debt overview
usecase_v1_0075,mwinamijr__django-scms,1,0.8,Update debts,Update or reverse debts
usecase_v1_0076,mwinamijr__django-scms,0,0.4,Create teacher attendance,Record attendance
usecase_v1_0077,mwinamijr__django-scms,1,1.0,Generate timetable,Generate timetable
usecase_v1_0078,mwinamijr__django-scms,0,0.25,Bulk upload school events,Manage academic calendar events
usecase_v1_0079,tough-dev-school__education-backend,0,0.25,List courses in group,View course group offerings
usecase_v1_0080,tough-dev-school__education-backend,1,0.7273,View course price with promo code,Check course price with promocode
usecase_v1_0081,tough-dev-school__education-backend,1,1.0,Create order draft,Create order draft
usecase_v1_0082,tough-dev-school__education-backend,1,1.0,Purchase course,Purchase course
usecase_v1_0083,tough-dev-school__education-backend,1,0.8,Confirm order,Confirm paid order
usecase_v1_0084,tough-dev-school__education-backend,1,0.6667,View purchased courses,List purchased courses
usecase_v1_0085,tough-dev-school__education-backend,0,0.4,List modules,View learning modules
usecase_v1_0086,tough-dev-school__education-backend,1,1.0,View lessons,View lessons
usecase_v1_0087,tough-dev-school__education-backend,0,0.2857,View material detail,Read Notion learning material
usecase_v1_0088,tough-dev-school__education-backend,0,0.2857,Trigger material update,Refresh Notion material cache
usecase_v1_0089,tough-dev-school__education-backend,0,0.4,Create answer,Submit homework answer
usecase_v1_0090,tough-dev-school__education-backend,0,0.0,Create reaction,React to homework answer
usecase_v1_0091,tough-dev-school__education-backend,0,0.3333,View crosschecks for a question,Review homework crosschecks
usecase_v1_0092,tough-dev-school__education-backend,0,0.3333,View diploma detail,Access diploma records
usecase_v1_0093,tough-dev-school__education-backend,1,1.0,List users,List users
usecase_v1_0094,tough-dev-school__education-backend,0,0.4,Login,Manage authentication and password recovery
usecase_v1_0095,tough-dev-school__education-backend,1,0.8571,Process payment provider notifications,Process payment notifications
usecase_v1_0096,knowledgefactory4u__librarymanagementsystem,0,0.4444,View admin login page,Sign in to library admin panel
usecase_v1_0097,knowledgefactory4u__librarymanagementsystem,1,0.8,List books,List and paginate books
usecase_v1_0098,knowledgefactory4u__librarymanagementsystem,1,1.0,Search books,Search books
usecase_v1_0099,knowledgefactory4u__librarymanagementsystem,1,1.0,Create book,Create book
usecase_v1_0100,knowledgefactory4u__librarymanagementsystem,1,1.0,Update book,Update book
usecase_v1_0101,knowledgefactory4u__librarymanagementsystem,0,0.5,Remove book,Delete book
usecase_v1_0102,knowledgefactory4u__librarymanagementsystem,1,1.0,Manage authors,Manage authors
usecase_v1_0103,knowledgefactory4u__librarymanagementsystem,1,1.0,Manage categories,Manage categories
usecase_v1_0104,knowledgefactory4u__librarymanagementsystem,1,1.0,Manage publishers,Manage publishers
usecase_v1_0105,knowledgefactory4u__librarymanagementsystem,0,0.3333,Export file,Export library data to CSV
usecase_v1_0106,SkyCascade__SkyLearn,0,0.5,Register student,Register account
usecase_v1_0107,SkyCascade__SkyLearn,0,0.0,View user detail,Manage profile and password
usecase_v1_0108,SkyCascade__SkyLearn,1,0.5714,View school dashboard,View admin dashboard analytics
usecase_v1_0109,SkyCascade__SkyLearn,1,1.0,Manage News & Events,Manage news and events
usecase_v1_0110,SkyCascade__SkyLearn,1,0.8,Manage sessions,Manage academic sessions
usecase_v1_0111,SkyCascade__SkyLearn,1,1.0,Manage semesters,Manage semesters
usecase_v1_0112,SkyCascade__SkyLearn,1,1.0,Manage students,Manage students
usecase_v1_0113,SkyCascade__SkyLearn,1,1.0,Manage lecturers,Manage lecturers
usecase_v1_0114,SkyCascade__SkyLearn,0,0.5,Create parent,Manage parents
usecase_v1_0115,SkyCascade__SkyLearn,1,1.0,Manage programs,Manage programs
usecase_v1_0116,SkyCascade__SkyLearn,0,0.0,Add course,Manage courses
usecase_v1_0117,SkyCascade__SkyLearn,0,0.3333,Manage course allocations,Allocate courses to lecturers
usecase_v1_0118,SkyCascade__SkyLearn,1,0.6667,Manage course documentation,Upload course documentation
usecase_v1_0119,SkyCascade__SkyLearn,1,0.75,Manage course video tutorials,Upload course video tutorials
usecase_v1_0120,SkyCascade__SkyLearn,1,0.8,Register for courses,Register and drop courses
usecase_v1_0121,SkyCascade__SkyLearn,1,0.6667,Add student scores,Submit student scores
usecase_v1_0122,SkyCascade__SkyLearn,1,0.8571,View grade result,View grade and assessment results
usecase_v1_0123,SkyCascade__SkyLearn,0,0.2222,View student result detail,Download registration form and result sheet
usecase_v1_0124,SkyCascade__SkyLearn,1,0.8,Manage quizzes,Create and manage quizzes
usecase_v1_0125,SkyCascade__SkyLearn,1,1.0,Create multiple-choice question,Create multiple-choice questions
usecase_v1_0126,SkyCascade__SkyLearn,1,0.5714,Take quiz,Take quiz and continue incomplete quiz
usecase_v1_0127,SkyCascade__SkyLearn,0,0.2857,View quiz markings,Review and mark quiz sittings
usecase_v1_0128,SkyCascade__SkyLearn,1,1.0,View quiz progress,View quiz progress
usecase_v1_0129,SkyCascade__SkyLearn,0,0.4,Search results,Search learning content
usecase_v1_0130,SkyCascade__SkyLearn,0,0.0,Create invoice,Pay through payment gateway
usecase_v1_0131,SkyCascade__SkyLearn,0,0.4,Create invoice,Create and view invoices
usecase_v1_0132,adityagoyal222__django-lms,0,0.0,Create user,Sign up and authenticate
usecase_v1_0133,adityagoyal222__django-lms,1,1.0,Create course,Create course
usecase_v1_0134,adityagoyal222__django-lms,0,0.5,List courses,Browse courses
usecase_v1_0135,adityagoyal222__django-lms,1,1.0,Enroll in course,Enroll in course
usecase_v1_0136,adityagoyal222__django-lms,1,0.8,Unenroll course,Unenroll from course
usecase_v1_0137,adityagoyal222__django-lms,1,1.0,Create assignment,Create assignment
usecase_v1_0138,adityagoyal222__django-lms,1,1.0,Update assignment,Update assignment
usecase_v1_0139,adityagoyal222__django-lms,1,1.0,Delete assignment,Delete assignment
usecase_v1_0140,adityagoyal222__django-lms,1,1.0,Submit assignment,Submit assignment
usecase_v1_0141,adityagoyal222__django-lms,1,0.8,Delete submission,Delete assignment submission
usecase_v1_0142,adityagoyal222__django-lms,1,0.8,Grade submission,Grade assignment submission
usecase_v1_0143,adityagoyal222__django-lms,1,0.8,Create resource,Create course resource
usecase_v1_0144,adityagoyal222__django-lms,1,0.8,Delete resource,Delete course resource
usecase_v1_0145,engripaye__library-management-system,0,0.5,Create book,Add book
usecase_v1_0146,engripaye__library-management-system,1,1.0,List books,List books
usecase_v1_0147,engripaye__library-management-system,1,1.0,Search books,Search books
usecase_v1_0148,engripaye__library-management-system,1,1.0,View book detail,View book detail
usecase_v1_0149,engripaye__library-management-system,1,0.8,Register user,Register library user
usecase_v1_0150,engripaye__library-management-system,1,0.8,List users,List library users
usecase_v1_0151,engripaye__library-management-system,1,1.0,Borrow book,Borrow book
usecase_v1_0152,engripaye__library-management-system,0,0.4,Return loan,Return borrowed book
usecase_v1_0153,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,0,0.4,Create student,Manage student records
usecase_v1_0154,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,0,0.0,Create course,Manage courses
usecase_v1_0155,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,1.0,Add course to student,Add course to student
usecase_v1_0156,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.8571,Remove student course,Remove course from student
usecase_v1_0157,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,0,0.3333,Create passport,Manage student passport details
usecase_v1_0158,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,0,0.4,Create review,Add course review
usecase_v1_0159,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.8,Remove review,Remove course review
usecase_v1_0160,mehmetpekdemir__Library-Management-System,1,0.8,View books,List and view books
usecase_v1_0161,mehmetpekdemir__Library-Management-System,1,1.0,Search books,Search books
usecase_v1_0162,mehmetpekdemir__Library-Management-System,1,1.0,Create book,Create book
usecase_v1_0163,mehmetpekdemir__Library-Management-System,1,1.0,Update book,Update book
usecase_v1_0164,mehmetpekdemir__Library-Management-System,0,0.5,Remove book,Delete book
usecase_v1_0165,mehmetpekdemir__Library-Management-System,1,1.0,Manage authors,Manage authors
usecase_v1_0166,mehmetpekdemir__Library-Management-System,1,1.0,Manage categories,Manage categories
usecase_v1_0167,mehmetpekdemir__Library-Management-System,1,1.0,Manage publishers,Manage publishers
usecase_v1_0168,RameshMF__library-management-system,1,0.8,Manage books,Manage book catalog
usecase_v1_0169,RameshMF__library-management-system,0,0.4,Create user,Register library user
usecase_v1_0170,RameshMF__library-management-system,1,0.8,List users,List library users
usecase_v1_0171,RameshMF__library-management-system,1,1.0,Borrow book,Borrow book
usecase_v1_0172,RameshMF__library-management-system,1,1.0,Return book,Return book
usecase_v1_0173,RameshMF__library-management-system,1,1.0,View book detail,View book detail
usecase_v1_0174,JacksonGao1999__StudentManagement,1,0.6667,List students,List students with pagination
usecase_v1_0175,JacksonGao1999__StudentManagement,1,1.0,Validate student name,Validate student name
usecase_v1_0176,JacksonGao1999__StudentManagement,1,1.0,Create student,Create student
usecase_v1_0177,JacksonGao1999__StudentManagement,0,0.4,Edit student,View and update student
usecase_v1_0178,JacksonGao1999__StudentManagement,1,0.8,Batch delete students,Delete students
usecase_v1_0179,JacksonGao1999__StudentManagement,0,0.4,List departments,Load department options
usecase_v1_0180,Asitha123__Java-Spring-boot-Student-Management-System,1,1.0,List students,List students
usecase_v1_0181,Asitha123__Java-Spring-boot-Student-Management-System,0,0.2857,Save student,Open student create or edit form
usecase_v1_0182,Asitha123__Java-Spring-boot-Student-Management-System,1,1.0,Save student,Save student
usecase_v1_0183,Asitha123__Java-Spring-boot-Student-Management-System,1,1.0,Delete student,Delete student
