task_id,repository_folder,soft_name_match,soft_name_token_f1,pred_use_case_name,gold_use_case_name
usecase_v1_0071,mwinamijr__django-scms,1,0.6667,Manage academic departments,Manage academic structure
usecase_v1_0072,mwinamijr__django-scms,1,0.5,Bulk Upload Student Classes,Bulk upload academic data
usecase_v1_0073,mwinamijr__django-scms,1,0.6667,Record Payment,Record and allocate student payments
usecase_v1_0074,mwinamijr__django-scms,1,0.5,Upload Student Receipts,Manage receipts and student debt overview
usecase_v1_0075,mwinamijr__django-scms,1,0.8,Update Debts,Update or reverse debts
usecase_v1_0076,mwinamijr__django-scms,0,0.3333,View Teacher Attendance Detail,Record attendance
usecase_v1_0077,mwinamijr__django-scms,1,1.0,Generate Timetable,Generate timetable
usecase_v1_0078,mwinamijr__django-scms,1,0.5714,Manage School Events,Manage academic calendar events
usecase_v1_0079,tough-dev-school__education-backend,1,0.75,View course group courses,View course group offerings
usecase_v1_0080,tough-dev-school__education-backend,1,0.5,View course purchase options with promo code,Check course price with promocode
usecase_v1_0081,tough-dev-school__education-backend,1,1.0,Create Order Draft,Create order draft
usecase_v1_0082,tough-dev-school__education-backend,1,1.0,Purchase Course,Purchase course
usecase_v1_0083,tough-dev-school__education-backend,1,0.8,Confirm order,Confirm paid order
usecase_v1_0084,tough-dev-school__education-backend,1,0.6667,View purchased courses,List purchased courses
usecase_v1_0085,tough-dev-school__education-backend,0,0.3333,View module detail,View learning modules
usecase_v1_0086,tough-dev-school__education-backend,1,0.8,View lesson detail,View lessons
usecase_v1_0087,tough-dev-school__education-backend,0,0.2857,View material detail,Read Notion learning material
usecase_v1_0088,tough-dev-school__education-backend,0,0.2222,Update Material Status or Trigger Update,Refresh Notion material cache
usecase_v1_0089,tough-dev-school__education-backend,0,0.3333,Create/Update Answer,Submit homework answer
usecase_v1_0090,tough-dev-school__education-backend,1,1.0,React to Homework Answers,React to homework answer
usecase_v1_0091,tough-dev-school__education-backend,0,0.25,View Crosscheck Status by Question,Review homework crosschecks
usecase_v1_0092,tough-dev-school__education-backend,0,0.4,Create Diploma,Access diploma records
usecase_v1_0093,tough-dev-school__education-backend,1,0.8,View user list,List users
usecase_v1_0094,tough-dev-school__education-backend,0,0.2857,Request Password Reset,Manage authentication and password recovery
usecase_v1_0095,tough-dev-school__education-backend,0,0.2857,Receive and Process Bank Webhooks,Process payment notifications
usecase_v1_0096,knowledgefactory4u__librarymanagementsystem,0,0.3333,Login,Sign in to library admin panel
usecase_v1_0097,knowledgefactory4u__librarymanagementsystem,0,0.4,Add new books,List and paginate books
usecase_v1_0098,knowledgefactory4u__librarymanagementsystem,1,1.0,Search Book,Search books
usecase_v1_0099,knowledgefactory4u__librarymanagementsystem,1,0.8,Create/Add Book,Create book
usecase_v1_0100,knowledgefactory4u__librarymanagementsystem,1,1.0,Update Book,Update book
usecase_v1_0101,knowledgefactory4u__librarymanagementsystem,0,0.5,Remove Book,Delete book
usecase_v1_0102,knowledgefactory4u__librarymanagementsystem,1,1.0,Manage authors,Manage authors
usecase_v1_0103,knowledgefactory4u__librarymanagementsystem,1,1.0,Manage Categories,Manage categories
usecase_v1_0104,knowledgefactory4u__librarymanagementsystem,1,1.0,Manage Publishers,Manage publishers
usecase_v1_0105,knowledgefactory4u__librarymanagementsystem,1,0.6667,Export CSV,Export library data to CSV
usecase_v1_0106,SkyCascade__SkyLearn,1,1.0,Register Account,Register account
usecase_v1_0107,SkyCascade__SkyLearn,0,0.3333,View Student Profile,Manage profile and password
usecase_v1_0108,SkyCascade__SkyLearn,0,0.2857,View Session List,View admin dashboard analytics
usecase_v1_0109,SkyCascade__SkyLearn,0,0.0,Add/Edit/Delete Session,Manage news and events
usecase_v1_0110,SkyCascade__SkyLearn,1,0.8,Manage Sessions,Manage academic sessions
usecase_v1_0111,SkyCascade__SkyLearn,1,1.0,Manage Semesters,Manage semesters
usecase_v1_0112,SkyCascade__SkyLearn,0,0.5,Create Student,Manage students
usecase_v1_0113,SkyCascade__SkyLearn,0,0.4,Create/Add Lecturer,Manage lecturers
usecase_v1_0114,SkyCascade__SkyLearn,0,0.5,Add Parent,Manage parents
usecase_v1_0115,SkyCascade__SkyLearn,0,0.5,Create Program,Manage programs
usecase_v1_0116,SkyCascade__SkyLearn,0,0.0,Add Course,Manage courses
usecase_v1_0117,SkyCascade__SkyLearn,0,0.3333,Manage Course Allocation,Allocate courses to lecturers
usecase_v1_0118,SkyCascade__SkyLearn,1,1.0,Upload Course Documentation,Upload course documentation
usecase_v1_0119,SkyCascade__SkyLearn,1,0.8571,Upload Video Tutorial,Upload course video tutorials
usecase_v1_0120,SkyCascade__SkyLearn,1,0.6667,Course Registration and Drop,Register and drop courses
usecase_v1_0121,SkyCascade__SkyLearn,0,0.3333,Add Score for Student,Submit student scores
usecase_v1_0122,SkyCascade__SkyLearn,0,0.25,View Course Registration Form,View grade and assessment results
usecase_v1_0123,SkyCascade__SkyLearn,0,0.4444,View Result Sheet PDF,Download registration form and result sheet
usecase_v1_0124,SkyCascade__SkyLearn,0,0.3333,Create/Add Quiz,Create and manage quizzes
usecase_v1_0125,SkyCascade__SkyLearn,1,1.0,Create Multiple Choice Question,Create multiple-choice questions
usecase_v1_0126,SkyCascade__SkyLearn,1,0.5714,Take Quiz,Take quiz and continue incomplete quiz
usecase_v1_0127,SkyCascade__SkyLearn,1,0.5714,Mark Quiz Results,Review and mark quiz sittings
usecase_v1_0128,SkyCascade__SkyLearn,1,1.0,View Quiz Progress,View quiz progress
usecase_v1_0129,SkyCascade__SkyLearn,1,0.8,Search for content,Search learning content
usecase_v1_0130,SkyCascade__SkyLearn,0,0.0,Create Invoice,Pay through payment gateway
usecase_v1_0131,SkyCascade__SkyLearn,0,0.4,Create Invoice,Create and view invoices
usecase_v1_0132,adityagoyal222__django-lms,1,0.8,Sign Up,Sign up and authenticate
usecase_v1_0133,adityagoyal222__django-lms,1,1.0,Create Course,Create course
usecase_v1_0134,adityagoyal222__django-lms,0,0.0,Enroll in Course,Browse courses
usecase_v1_0135,adityagoyal222__django-lms,1,1.0,Enroll in Course,Enroll in course
usecase_v1_0136,adityagoyal222__django-lms,1,1.0,Unenroll from Course,Unenroll from course
usecase_v1_0137,adityagoyal222__django-lms,1,1.0,Create Assignment,Create assignment
usecase_v1_0138,adityagoyal222__django-lms,1,1.0,Update Assignment,Update assignment
usecase_v1_0139,adityagoyal222__django-lms,1,1.0,Delete Assignment,Delete assignment
usecase_v1_0140,adityagoyal222__django-lms,1,1.0,Submit Assignment,Submit assignment
usecase_v1_0141,adityagoyal222__django-lms,1,1.0,Delete Assignment Submission,Delete assignment submission
usecase_v1_0142,adityagoyal222__django-lms,1,0.8,Grade Assignment,Grade assignment submission
usecase_v1_0143,adityagoyal222__django-lms,1,0.8,Create Resource,Create course resource
usecase_v1_0144,adityagoyal222__django-lms,1,0.8,Delete Resource,Delete course resource
usecase_v1_0145,engripaye__library-management-system,0,0.5,Create Book,Add book
usecase_v1_0146,engripaye__library-management-system,0,0.4,View Book Detail,List books
usecase_v1_0147,engripaye__library-management-system,1,1.0,Search Books,Search books
usecase_v1_0148,engripaye__library-management-system,1,1.0,View book detail,View book detail
usecase_v1_0149,engripaye__library-management-system,1,0.8,Register User,Register library user
usecase_v1_0150,engripaye__library-management-system,0,0.3333,View User Detail,List library users
usecase_v1_0151,engripaye__library-management-system,1,1.0,Borrow Book,Borrow book
usecase_v1_0152,engripaye__library-management-system,1,1.0,Return a Borrowed Book,Return borrowed book
usecase_v1_0153,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,0,0.3333,View Student List,Manage student records
usecase_v1_0154,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,0,0.0,View Course List,Manage courses
usecase_v1_0155,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,0,0.3333,Manage student courses,Add course to student
usecase_v1_0156,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,0,0.2857,Manage student courses,Remove course from student
usecase_v1_0157,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,0,0.2857,Add/Edit Passport,Manage student passport details
usecase_v1_0158,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.6667,Add/Edit Review,Add course review
usecase_v1_0159,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1,0.8,Remove Review,Remove course review
usecase_v1_0160,mehmetpekdemir__Library-Management-System,0,0.2857,Create/Add/Save Book,List and view books
usecase_v1_0161,mehmetpekdemir__Library-Management-System,1,1.0,Search Books,Search books
usecase_v1_0162,mehmetpekdemir__Library-Management-System,1,0.8,Create/Add Book,Create book
usecase_v1_0163,mehmetpekdemir__Library-Management-System,1,1.0,Update Book,Update book
usecase_v1_0164,mehmetpekdemir__Library-Management-System,0,0.5,Remove Book,Delete book
usecase_v1_0165,mehmetpekdemir__Library-Management-System,0,0.2857,Create/Add/Update/Delete Author,Manage authors
usecase_v1_0166,mehmetpekdemir__Library-Management-System,1,1.0,Manage Categories,Manage categories
usecase_v1_0167,mehmetpekdemir__Library-Management-System,1,1.0,Manage Publishers,Manage publishers
usecase_v1_0168,RameshMF__library-management-system,0,0.4,Borrow Book,Manage book catalog
usecase_v1_0169,RameshMF__library-management-system,0,0.4,Create user,Register library user
usecase_v1_0170,RameshMF__library-management-system,0,0.4,View Users,List library users
usecase_v1_0171,RameshMF__library-management-system,1,1.0,Borrow Book,Borrow book
usecase_v1_0172,RameshMF__library-management-system,1,1.0,Return Book,Return book
usecase_v1_0173,RameshMF__library-management-system,1,1.0,View Book Detail,View book detail
usecase_v1_0174,JacksonGao1999__StudentManagement,0,0.2857,View student detail,List students with pagination
usecase_v1_0175,JacksonGao1999__StudentManagement,0,0.0,Check User Existence,Validate student name
usecase_v1_0176,JacksonGao1999__StudentManagement,1,1.0,Create Student,Create student
usecase_v1_0177,JacksonGao1999__StudentManagement,1,0.6667,View student detail,View and update student
usecase_v1_0178,JacksonGao1999__StudentManagement,1,0.8,Delete Student(s),Delete students
usecase_v1_0179,JacksonGao1999__StudentManagement,0,0.2857,List/Search/View Departments,Load department options
usecase_v1_0180,Asitha123__Java-Spring-boot-Student-Management-System,1,0.8,View student list,List students
usecase_v1_0181,Asitha123__Java-Spring-boot-Student-Management-System,0,0.2857,Save Student,Open student create or edit form
usecase_v1_0182,Asitha123__Java-Spring-boot-Student-Management-System,1,1.0,Save Student,Save student
usecase_v1_0183,Asitha123__Java-Spring-boot-Student-Management-System,1,1.0,Delete Student,Delete student
