task_id,repository_folder,model,run_name,prompt_version,exact_name_match,substring_name_match,name_token_f1,description_token_f1,parse_error,runtime_error,pred_use_case_name,gold_use_case_name
usecase_v1_0041,4jean__lav_sms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,1,0.5,0.48,,,Manage Timetables,Manage timetable
usecase_v1_0042,4jean__lav_sms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.4,,,Manage student payments,Manage payments
usecase_v1_0043,4jean__lav_sms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.6429,,,Manage student marks,Manage marks
usecase_v1_0044,4jean__lav_sms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.4138,,,View marks detail,View and print marksheet
usecase_v1_0045,4jean__lav_sms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5714,0.5,,,Generate Mark Tabulation Report,Generate tabulation sheet
usecase_v1_0046,4jean__lav_sms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.5714,,,Manage class details,Manage academic structure
usecase_v1_0047,4jean__lav_sms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,1,0.8,0.2353,,,View children detail,View children
usecase_v1_0048,4jean__lav_sms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2222,0.1053,,,Change User Account Details and Password,Update own account
usecase_v1_0049,4jean__lav_sms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.303,,,Verify Student Pin,Generate and verify pins
usecase_v1_0050,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,1,0.8,0.4615,,,Create video,Create video resource
usecase_v1_0051,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.32,,,Initiate video upload,Initiate video upload
usecase_v1_0052,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.4286,,,Upload video ended,Complete video upload
usecase_v1_0053,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5714,0.2222,,,View video detail,View video in LMS
usecase_v1_0054,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.3636,,,Upload and manage subtitles for videos,Upload subtitles or transcripts
usecase_v1_0055,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,1,0.6667,0.7368,,,Upload video thumbnails,Upload video thumbnail
usecase_v1_0056,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,1,0.8,0.4762,,,Create document,Create document resource
usecase_v1_0057,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.4615,,,Initiate and complete document upload,Upload document file
usecase_v1_0058,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.0909,,,Create playlist,Manage playlist
usecase_v1_0059,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.4444,,,Manage playlist access,Manage playlist access
usecase_v1_0060,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.75,0.5217,,,Start a live video session,Start live session
usecase_v1_0061,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4444,0.3571,,,Stop live video recording,Stop and harvest live session
usecase_v1_0062,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6,0.1333,,,Send xAPI statement from video detail,Send video analytics statement
usecase_v1_0063,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.4762,,,Create classroom,Create classroom
usecase_v1_0064,openfun__marsha,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,1,0.75,0.24,,,Initiate and Upload Classroom Document,Upload classroom document
usecase_v1_0065,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2222,0.25,,,Login to access user profile,Authenticate and view profile
usecase_v1_0066,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.1429,,,Bulk Upload Teachers,Manage teacher accounts
usecase_v1_0067,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.1667,,,Create teacher,Manage accountant accounts
usecase_v1_0068,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.2105,,,Create parent,Manage parent accounts
usecase_v1_0069,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.2667,,,List/Search Students,Manage student records
usecase_v1_0070,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.2963,,,Bulk upload students,Bulk upload students
usecase_v1_0071,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0769,,,Bulk Upload Student Classes,Manage academic structure
usecase_v1_0072,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.4167,,,Bulk upload student classes,Bulk upload academic data
usecase_v1_0073,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.4348,,,Record payment,Record and allocate student payments
usecase_v1_0074,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2222,0.3448,,,Bulk Upload Receipts,Manage receipts and student debt overview
usecase_v1_0075,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.5455,,,Reverse student debt,Update or reverse debts
usecase_v1_0076,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.2857,,,View teacher attendance detail,Record attendance
usecase_v1_0077,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.1111,,,Generate timetable,Generate timetable
usecase_v1_0078,mwinamijr__django-scms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.3571,,,Change School Year,Manage academic calendar events
usecase_v1_0079,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.3226,,,List courses in a course group,View course group offerings
usecase_v1_0080,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.5,,,Apply promocode to course purchase,Check course price with promocode
usecase_v1_0081,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.4138,,,Create order draft,Create order draft
usecase_v1_0082,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.2963,,,Purchase course,Purchase course
usecase_v1_0083,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.5,,,Confirm order payment,Confirm paid order
usecase_v1_0084,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3,,,List purchased courses,List purchased courses
usecase_v1_0085,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.0,,,View module detail,View learning modules
usecase_v1_0086,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.3333,,,View lesson detail,View lessons
usecase_v1_0087,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.3478,,,View material detail,Read Notion learning material
usecase_v1_0088,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.4167,,,Trigger material update,Refresh Notion material cache
usecase_v1_0089,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.5185,,,Submit homework answer,Submit homework answer
usecase_v1_0090,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.4444,,,Create reaction to homework answer,React to homework answer
usecase_v1_0091,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.1481,,,View homework crosscheck status,Review homework crosschecks
usecase_v1_0092,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.2857,,,View diploma detail,Access diploma records
usecase_v1_0093,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.1739,,,List users,List users
usecase_v1_0094,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.25,0.2222,,,Request password reset,Manage authentication and password recovery
usecase_v1_0095,tough-dev-school__education-backend,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8571,0.2581,,,Process Tinkoff Payment Notifications,Process payment notifications
usecase_v1_0096,knowledgefactory4u__librarymanagementsystem,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.25,0.4348,,,Admin Login,Sign in to library admin panel
usecase_v1_0097,knowledgefactory4u__librarymanagementsystem,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.3478,,,Create book,List and paginate books
usecase_v1_0098,knowledgefactory4u__librarymanagementsystem,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.6667,,,Search books,Search books
usecase_v1_0099,knowledgefactory4u__librarymanagementsystem,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.32,,,Create book,Create book
usecase_v1_0100,knowledgefactory4u__librarymanagementsystem,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.5,,,Update book,Update book
usecase_v1_0101,knowledgefactory4u__librarymanagementsystem,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.5714,,,Remove book,Delete book
usecase_v1_0102,knowledgefactory4u__librarymanagementsystem,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.1739,,,Manage authors,Manage authors
usecase_v1_0103,knowledgefactory4u__librarymanagementsystem,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.25,,,Manage categories,Manage categories
usecase_v1_0104,knowledgefactory4u__librarymanagementsystem,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.2609,,,Manage publishers,Manage publishers
usecase_v1_0105,knowledgefactory4u__librarymanagementsystem,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.4,,,Export CSV file,Export library data to CSV
usecase_v1_0106,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.381,,,Register Student,Register account
usecase_v1_0107,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.2222,,,Change User Profile,Manage profile and password
usecase_v1_0108,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5714,0.5,,,View dashboard detail,View admin dashboard analytics
usecase_v1_0109,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.2727,,,Manage sessions,Manage news and events
usecase_v1_0110,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.1905,,,Manage session,Manage academic sessions
usecase_v1_0111,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,1,0.5,0.3158,,,Manage semester,Manage semesters
usecase_v1_0112,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.4211,,,Manage students,Manage students
usecase_v1_0113,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.2222,,,Manage Lecturers,Manage lecturers
usecase_v1_0114,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.381,,,Create parent,Manage parents
usecase_v1_0115,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.4,,,Create program,Manage programs
usecase_v1_0116,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.1053,,,Add Course to Program,Manage courses
usecase_v1_0117,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.75,0.4167,,,Allocate Courses to Programs,Allocate courses to lecturers
usecase_v1_0118,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.2609,,,Upload course documentation,Upload course documentation
usecase_v1_0119,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.5714,,,Upload video tutorials for a course,Upload course video tutorials
usecase_v1_0120,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5714,0.25,,,Register for Courses,Register and drop courses
usecase_v1_0121,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.5161,,,Add student scores,Submit student scores
usecase_v1_0122,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.381,,,View grade result,View grade and assessment results
usecase_v1_0123,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2222,0.2609,,,Print grade result,Download registration form and result sheet
usecase_v1_0124,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.5556,,,Create quiz,Create and manage quizzes
usecase_v1_0125,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6,0.5263,,,Create multiple choice question for quiz,Create multiple-choice questions
usecase_v1_0126,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4444,0.56,,,Take a quiz,Take quiz and continue incomplete quiz
usecase_v1_0127,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.2308,,,Mark quiz results,Review and mark quiz sittings
usecase_v1_0128,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.1053,,,View quiz progress,View quiz progress
usecase_v1_0129,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.4,,,Search for content,Search learning content
usecase_v1_0130,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.5,,,Complete Payment,Pay through payment gateway
usecase_v1_0131,SkyCascade__SkyLearn,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.2222,,,Create invoice,Create and view invoices
usecase_v1_0132,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,1,0.6667,0.4348,,,Sign up,Sign up and authenticate
usecase_v1_0133,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.4,,,Create course,Create course
usecase_v1_0134,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.2353,,,Enroll in a course,Browse courses
usecase_v1_0135,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.6667,,,Enroll in course,Enroll in course
usecase_v1_0136,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.375,,,Unenroll from course,Unenroll from course
usecase_v1_0137,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.75,,,Create assignment,Create assignment
usecase_v1_0138,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.6154,,,Update assignment,Update assignment
usecase_v1_0139,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3529,,,Delete assignment,Delete assignment
usecase_v1_0140,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.6667,,,Submit assignment,Submit assignment
usecase_v1_0141,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.5,,,Delete submitted assignment,Delete assignment submission
usecase_v1_0142,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,1,0.8,0.1667,,,Grade assignment,Grade assignment submission
usecase_v1_0143,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.1333,,,Create resource,Create course resource
usecase_v1_0144,adityagoyal222__django-lms,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.4286,,,Delete resource,Delete course resource
usecase_v1_0145,engripaye__library-management-system,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.5,,,Create book,Add book
usecase_v1_0146,engripaye__library-management-system,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.5,,,List books,List books
usecase_v1_0147,engripaye__library-management-system,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.2353,,,Search books,Search books
usecase_v1_0148,engripaye__library-management-system,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3529,,,View book detail,View book detail
usecase_v1_0149,engripaye__library-management-system,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.6667,,,Register new user,Register library user
usecase_v1_0150,engripaye__library-management-system,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.5,,,List users,List library users
usecase_v1_0151,engripaye__library-management-system,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.381,,,Borrow a book,Borrow book
usecase_v1_0152,engripaye__library-management-system,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8571,0.1818,,,Return a borrowed book,Return borrowed book
usecase_v1_0153,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.2353,,,Create student,Manage student records
usecase_v1_0154,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.2609,,,Create course,Manage courses
usecase_v1_0155,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.4545,,,Add Course to Student,Add course to student
usecase_v1_0156,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.5455,,,Remove course from student,Remove course from student
usecase_v1_0157,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5714,0.4762,,,Add passport details,Manage student passport details
usecase_v1_0158,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.75,0.5714,,,Add review for a course,Add course review
usecase_v1_0159,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.5556,,,Remove review,Remove course review
usecase_v1_0160,mehmetpekdemir__Library-Management-System,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.2727,,,Create/Add/Save book,List and view books
usecase_v1_0161,mehmetpekdemir__Library-Management-System,qwen2.5:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.5714,,,Search books,Search books
